feature,importance,wasserstein_distance_training,wasserstein_distance_eval,wasserstein_distance_all_visits
N28,0.0006882175222767,0.12155483407770394,0.22017015464786635,0.17947037524973333
M81,0.0006848626067104,0.13723173169098543,0.18903726412132324,0.1326082680870318
C79,0.0006818678361922,-0.0627763733098257,0.07938877898826133,0.08278574243894773
G56,0.0006801440413927,0.04949947522663543,0.12968150706535655,0.05385658317733495
C71,0.0006786995212871,0.06776135077223142,-0.05744214394980737,0.061844219163375166
K83,0.0006703074874879,0.130766064028273,0.2807808465026595,0.22789467429011695
M41,0.0006687955586272,-0.148611964100115,-0.16123438589869257,0.03830431762519041
K86,0.0006675772393755,0.156686070814809,0.10779629717238613,0.1674590031921322
R56,0.0006671930731637,0.29035350542735544,0.23479409985373553,0.19804942812172147
R92,0.000665748754609,-0.11770214562086392,-0.1768347321228467,0.05682390336077513
D89,0.0006627214422157,0.31945513511711876,0.3141745308913529,0.3901196698093378
R04,0.0006622743214538,0.30108201847990684,0.2796395742457879,0.16635485814744058
R65,0.0006381280239886,0.4378508410570121,0.45585483224073453,0.5663101675363263
G40,0.0006349415198666,0.19712312344616625,0.19211679537846363,0.13862716308469555
J15,0.0006323266964066,0.4857569119458055,0.478129241612834,0.5657216962913934
D68,0.0006296054472799,0.28216505093428834,0.3259547386799173,0.22790265166378387
R78,0.0006193707082603,0.4483817746330442,0.36298711528016536,0.42751169818426965
G12,0.0006169003817094,-0.2092808734163604,-0.11258284601828428,0.07501946523485568
I77,0.0006099505315324,0.12330202520643718,0.13760592811596284,0.19334320500696076
N30,0.0006078991868703,0.2513018508248803,0.1853639267807848,0.21110352481767258
K70,0.0006069722761488,0.2923843461704547,0.2585710641490806,0.3018315513862196
Z13,0.0006032830214489,0.07822110489825981,0.14418937660713851,0.11411364299478664
R01,0.0005996132221247,0.09717987909543731,0.12226061214152578,0.15443933095160092
C61,0.0005993888936816,-0.07532077669170992,0.05619339968137615,0.062127516244854956
Z0000,0.0005965947727717,-0.14854478731452098,-0.19351254511490942,0.05743833357044534
C22,0.000595433941006,0.1531911524999001,0.1264461684189607,0.1543613126766485
E83,0.0005889401366997,0.21202027869058318,0.2516154467325734,0.23709482447861827
O26,0.000587030778557,0.1947730817086423,0.1739130806985799,0.14382677042146544
Z92,0.0005780286114946,0.32010896212375733,0.24580059689492728,0.22735359107798914
I45,0.0005755892838624,0.19126614187847393,0.1005007154822361,0.13388495958202012
K50,0.0005710278556837,0.08945272884182418,0.07685510299792289,0.07643640676833204
I05,0.0005692108419087,-0.12198202874141441,0.1824927276519038,0.19946713234606514
I36,0.0005684476786363,0.35719620918504336,0.2445094237182954,0.3121780132787646
D70,0.0005643371925028,0.13215803687310165,0.25488677871672866,0.2406090069592365
F20,0.000563149988234,0.3017212402134683,0.3212341565926264,0.21130666990949895
R82,0.0005627454692006,0.21934321585703223,0.13598537865865978,0.20261095805487092
R97,0.0005604191769986,0.16042325875187824,0.2274436950552797,0.17260607132421588
O24,0.0005593848742789,-0.054006850111796324,-0.10761764636047721,0.08717787161825466
I11,0.0005592216082535,0.07568825548634929,0.3150081230770436,0.29876954656700994
F10,0.0005565402165206,0.13644728658037905,0.23634248636000954,0.16511056997374696
M19,0.0005509124151778,0.22366190892351268,0.21071160529315172,0.11177946103066619
O28,0.0005489148540254,0.09063570738792763,0.15748549816001586,0.11937105592881687
Z68,0.0005386844139617,0.3293637742114543,0.3236016669308779,0.2975062140641019
M48,0.000536236291798,0.20352379865317363,0.19482460537243873,0.0983530731988816
N20,0.0005301365788513,0.043159473756895425,0.03879584026357576,0.04414177518465668
F19,0.0005293421667048,0.18656510921076908,0.09991380528336637,0.17951129760667955
R87,0.0005258734384125,0.29668678208098664,-0.19445817817543604,0.23258375628434647
J95,0.0005134171359013,0.44873823553707115,0.3551686965019156,0.3622153432578418
I46,0.0005132365997799,0.3025387268136432,0.34659046631954216,0.31433076530032256
B96,0.0005130349579821,0.4581294821312227,0.4224581550674933,0.3607301192818224
Z96,0.0005121569482016,0.12982847839513773,0.1512959285460273,0.027271882266305093
D86,0.00050842681538,0.18223719603267802,0.15476092629999372,0.18819532053130897
I70,0.0005049701114613,0.14551630795734583,0.15299406549294825,0.174802772988391
J90,0.0005042656432302,0.3738078756042731,0.36614560074137553,0.33669834925982023
Z11,0.0005040508706527,0.2031560788459928,0.21078962895241432,0.24299370777064044
M06,0.000503164442278,0.2522738021645794,0.1887828603837272,0.22569277289359288
Z33,0.0005006597226926,0.12745873077715156,-0.09487517380334064,0.066380016054893
O35,0.000500569527103,-0.13840866637762855,-0.18239713178418204,0.07039471552346113
R16,0.0004899621280706,0.316261977170385,0.259747806143052,0.213491314215399
R33,0.0004851563798427,0.32422775100478707,0.32630673016855444,0.20377822099272558
K51,0.0004837282351605,0.18425152046619037,0.11042457867739248,0.10626340164692763
R76,0.000478472394235,0.162666832120814,0.24001153835392702,0.21477630965578243
M17,0.0004758361119527,0.1144858576649376,0.035809446131310214,0.02545616991649528
G95,0.0004702793956599,0.2204244933756151,0.2015455588095446,0.1602688790356312
C69,0.0004658712200491,0.1479153998049078,-0.1515161164744321,0.07736115467014988
R18,0.0004512753476111,0.16437751811922258,0.2213168295799485,0.2530339670943296
J30,0.0004470021042022,0.22299760713609074,0.27213307381971025,0.2916087967372598
J93,0.0004465985517427,0.40793161135450423,0.41639130068686014,0.3578405441873369
R77,0.0004434637749639,0.44599009489395763,0.41889013399624336,0.42567953315434015
L29,0.0004420685522569,0.22690335797203384,0.18340615065426874,0.22154257948037073
J11,0.0004416186690467,0.1076911442086973,0.4854147347269364,0.10728293748817894
O48,0.0004370334811081,0.2356276745706446,-0.19569511735653325,0.19432645985670546
K57,0.0004366580925847,0.2973043214756977,0.26286429251282334,0.20117667314399995
B95,0.0004365297451723,0.37626796838167204,0.3791117883701155,0.37484414180728304
K92,0.000436014577077,0.3808206734203182,0.3109611811871266,0.2826432370770888
R52,0.0004327992710778,0.4264522498604008,0.21854780168554497,0.20775075867706247
B25,0.0004303789857366,0.35675620658297463,0.40035688110084733,0.4155788418103344
O14,0.0004287373501098,0.09942110591781075,0.16220689962407045,0.13634604009334472
B20,0.0004285382691179,0.38281736351594864,0.23106660200691292,0.30123941553306666
H33,0.0004215050623531,0.3006979068609686,0.13679967241366892,0.14230176039466141
J43,0.0004195765219622,0.15648010774634857,0.20973495093400807,0.3265288455253997
M34,0.0004193299834427,0.14686233426662876,0.2738725229619262,0.2938503125459571
M47,0.0004178700235039,0.1062083596087138,0.09147282781342593,0.06637583474304076
N13,0.0004178370948674,0.09464976991578569,0.20510449144335643,0.11549096824250671
J32,0.000410293235112,0.12648620524527604,0.2351249599466985,0.2069743134110078
I31,0.0004048737297446,0.2637397547453437,0.3259048575244156,0.2748274561941592
F25,0.0004047143211371,0.15096668025429974,0.24690297617101115,0.20307435763426204
D3A,0.0004004566972458,0.15224371748582718,0.24185076666925387,0.08545319220533407
Z37,0.0003988079087042,0.18581830693713217,0.18255011240395785,0.23941562221557944
C16,0.000396516310852,0.11606236925889864,0.04290397521113885,0.09231523426506502
Z97,0.000394869880076,0.38956640717122937,0.4132865535755208,0.2849077348223961
R40,0.0003900655360969,0.46486339976345925,0.40891175044788886,0.3903748845949343
A09,0.0003870042896208,0.32016140275501825,0.43883016388947016,0.3225047048253788
T84,0.0003855825987803,0.08444349610647531,0.1298905258508113,0.07072012997062957
N95,0.0003815327663128,0.1292327781223415,0.1859205918269333,0.11392980022576249
L03,0.0003699763697542,0.26446946048617315,0.16967354164182483,0.17927270583754962
N05,0.0003693088451998,-0.16190156919924653,0.16842995816411727,0.27476572601956206
E04,0.0003686513216835,0.07580600382527482,0.0642340550723721,0.07976096585132487
F03,0.0003678762324036,0.4367976344780767,0.4285577393389622,0.35727116290655575
B33,0.0003668203493756,0.21295024759929018,0.2032053783848724,0.27378446193852995
C21,0.000361506721791,0.19148050442382497,0.1066578865880955,0.08801230752649995
K62,0.000360232518556,0.10931373439079034,0.16786731530666268,0.12332338395676483
C78,0.000353521989075,0.07165172481079034,-0.07579233851795572,0.08977501544092811
R45,0.0003528278025679,0.24891360310003052,0.23221835706458668,0.18263528607797355
N93,0.0003526540020996,0.05676028386208809,-0.11630352440146324,0.062320414972579084
Z36,0.0003483360690772,-0.09082230639768527,-0.1421859631348965,0.10846340616766861
Z85,0.0003469503000796,0.03604679580042677,0.14382299399757772,0.11637534776813901
N87,0.0003468273042448,0.18686687314373174,-0.38799727898749614,0.1661410666539413
O34,0.0003464412355847,-0.08897051392458917,-0.15067163586930485,0.09347447622420339
C85,0.0003457087322517,0.060276651665084204,0.09495592479255986,0.11396957249569102
D32,0.0003451438297219,0.1491803998032651,0.21472861562210793,0.10500115699942462
C64,0.0003443430994673,0.04010616570061273,-0.17417695825362722,0.05691002412372674
J02,0.0003429271261496,0.09546718111206917,0.18772978702832205,0.10891331480160725
S09,0.0003414609129652,0.15290900221641818,0.12610211745017522,0.1166292470964121
R31,0.0003382456654792,0.3119397792561523,0.19916958553598474,0.13277168360857883
R03,0.0003360400287416,0.2085192526611544,0.2194004506087669,0.2322586203898872
A60,0.0003335121221558,0.3204809563016911,0.31321642919652976,0.2721172538869226
L40,0.0003331243015606,0.06512138597468299,0.131421954708678,0.11663815052133555
K63,0.0003330336029603,0.1634312736161039,0.25321124224405156,0.18791821150980892
I15,0.0003279822537559,0.31498181144402526,0.24769995365062103,0.3242559031748131
B18,0.0003259693056732,0.3725356307958312,0.2687930317148412,0.25235546604460984
K80,0.0003253845838243,0.2925340935312466,0.09111777142020652,0.16785656017691672
D21,0.0003222172855072,-0.09828986759572447,-0.07297961719774783,0.03138773827922894
E13,0.0003167533587939,0.40168350356909704,0.3603975680108239,0.34140051005244393
Z32,0.000311056935661,0.07934374379285103,-0.16191910164409024,0.10178222092397393
R30,0.0003072196978919,0.24607600077353745,0.12614584990883856,0.21031389460708003
NAT.HAWAIIAN/OTH.PACIFIC ,0.0003039855936182,0.05615829309025003,0.07167560531244543,0.024499498007550784
I87,0.0003022954176247,0.24419681242900265,0.06956180359441372,0.14034078384199783
Q25,0.00030215955405,0.16321024488354025,-0.09843555281593032,0.07687951776027278
F31,0.0002981674792433,0.2621040418930044,0.27938931395445854,0.18372397591025588
F12,0.0002979015167381,0.1206864536974161,0.2778052995624643,0.2368058048369883
M51,0.0002973488481774,0.22208504779131047,0.28765889694701097,0.08598539719472133
O36,0.0002961465984829,-0.0751696784364948,0.10848652167343528,0.08835658802667123
G45,0.0002956096962569,0.16326951945499135,0.17773861096951948,0.16149355787686645
K44,0.0002930243935222,-0.20971414246806372,0.08058609303657904,0.1142669113264013
M21,0.0002874495555644,0.22680471119681006,0.20209705314859855,0.05095369725746116
I83,0.0002860343981083,-0.12033529657976064,-0.08461417536929199,0.07045998792790034
K29,0.0002819367788906,0.18730148359621224,0.21108181594644512,0.18338095784514905
G62,0.0002800776955701,0.24845187201753305,0.19005078288520652,0.24072949953587702
T14,0.0002774123163844,0.05295452905236086,0.25445227735080717,0.10850036535730745
N25,0.0002761266431749,0.35731091600900466,0.32186505828911594,0.39208889688731685
O42,0.000273238484601,-0.1046072922186534,-0.1625568501276072,0.09672731604356899
S02,0.0002714931113198,0.1190485728585805,0.12255861984668304,0.09801807687289382
C92,0.0002704784979171,0.0785246439414212,0.18549190919464678,0.197450244656623
S62,0.0002696341607209,-0.19374468222599897,-0.1278402800868994,0.04877570799234106
D72,0.0002690003324404,0.40983939235476674,0.3972930628509862,0.3306403313294991
E88,0.0002678338783221,0.43169072834969663,0.37517916115618233,0.3383851372759601
R62,0.0002659586873751,0.31875640554456697,0.3216100051999263,0.21365561687291273
Q23,0.0002619277749746,-0.09392211749173154,-0.14579584199974444,0.09517696396291649
O30,0.0002605853551763,-0.23471281466799163,-0.11235011606331123,0.05493448612634525
C56,0.0002564839831577,-0.1768518930527144,-0.0913823418337308,0.06543581173951368
C81,0.0002557812813911,0.19637892010216051,-0.19263374371440603,0.13605363563808237
T81,0.0002555803712891,0.09385856045592922,0.05244192257684686,0.21565295587516997
J20,0.0002545961954023,0.36015575253699916,0.3941026000125942,0.3562882657967203
T82,0.0002541995344993,0.27385826428490034,0.2055799616077735,0.24845965880519452
Z90,0.0002512812026596,0.21903842867514056,0.1355849758506384,0.15287370465518932
K52,0.0002512404764595,0.12593143826980324,0.20086349092495856,0.12449087648037604
I33,0.0002504218771252,0.23100714758853427,0.3830045259266599,0.3171114504799217
K31,0.0002503256102613,0.30409563270273576,0.23462372070398319,0.23436412125719663
O47,0.0002502419813053,0.1695533040649536,-0.19109917719461103,0.12461531659422379
G91,0.0002473774353287,0.07986310786939319,0.2121809540439672,0.11442103774207944
Q22,0.0002466683809411,0.16608792767078875,-0.15934927158049103,0.09655226093631819
T83,0.0002457731904343,0.2322387302484026,0.26669485387903924,0.21779169478588384
Z02,0.0002454281674615,0.2632094141558778,0.19259317741275556,0.3035299718978297
R14,0.0002449877559162,0.4407848868281217,0.4090002875349431,0.27219251074508416
I07,0.0002426855179033,-0.05318448957668917,0.1794401430228257,0.15547111927074106
